Date,Regime_0,Regime_1,Regime_2
2023-08-01,0.018946716301039977,0.9810532679161243,1.5781494133527372e-08
2023-08-02,0.9798363423346982,0.020162954732954767,7.029329970980631e-07
2023-08-03,0.019756339520040404,0.980243170525698,4.899526773449667e-07
2023-08-04,0.9796758643987159,0.020324045866663604,8.973595684125028e-08
2023-08-07,0.019995471570943987,0.9800044775799064,5.085004254055053e-08
2023-08-08,0.9787603130258886,0.021239483903929875,2.0306989454067166e-07
2023-08-09,0.021089617232281494,0.9789103656765843,1.7092010281574165e-08
2023-08-10,0.9775544674605517,0.022445338165780815,1.9437368024365328e-07
2023-08-11,0.02217275878541902,0.9778271185340841,1.2268004696218352e-07
2023-08-14,0.976695175506667,0.023304223361803374,6.011317422835335e-07
2023-08-16,0.0228812402577004,0.9771185927281059,1.6701371659525798e-07
2023-08-17,0.9761828557025841,0.023816259920334367,8.843765608225435e-07
2023-08-18,0.023488139541545883,0.97651144128104,4.1917639108372784e-07
2023-08-21,0.9757006236689153,0.0242993207145123,5.5617173609232596e-08
2023-08-22,0.02400354823601326,0.9759964356031277,1.6162339378681886e-08
2023-08-23,0.9753262861734806,0.024673699893822926,1.39325164231659e-08
2023-08-24,0.02427538814643283,0.9757245379565432,7.389628025599187e-08
2023-08-25,0.9750842113229438,0.02491571180036963,7.687714835881753e-08
